gan	甘	225
xiang	祥	224
ye	爷	223
pian	篇	222
bi	逼	221
bing	柄	220
xie	斜	219
tan	炭	218
shui	睡	217
pen	喷	216
xi	惜	215
lie	猎	214
yan	沿	213
dao	稻	212
feng	逢	211
gui	桂	210
guan	灌	209
wa	挖	208
bi	壁	207
bei	辈	206
dai	贷	205
jin	谨	204
gu	姑	203
wo	沃	202
luo	络	201
meng	猛	200
zao	遭	199
ping	瓶	198
luo	逻	197
yao	钥	196
wan	碗	195
mao	猫	194
wan	弯	193
miao	描	192
hu	糊	191
hou	喉	190
ke	渴	189
zang	脏	188
teng	腾	187
chi	斥	186
ju	拘	185
bi	臂	184
ku	枯	183
sou	搜	182
zhang	帐	181
zhuan	砖	180
hao	豪	179
ang	昂	178
zhuang	壮	177
zhong	仲	176
shi	逝	175
chao	潮	174
zhuang	撞	173
mao	茅	172
mang	盲	171
tuo	妥	170
cang	仓	169
fu	腹	168
lang	狼	167
jie	杰	166
yao	腰	165
liang	凉	164
wei	喂	163
mao	帽	162
jiao	浇	161
gui	柜	160
hui	辉	159
lian	炼	158
chuan	喘	157
xian	弦	156
mo	抹	155
bian	辨	154
yang	氧	153
zhe	遮	152
zhu	柱	151
ou	偶	150
quan	拳	149
shou	兽	148
wai	歪	147
cou	凑	146
lin	淋	145
ci	瓷	144
hui	贿	143
qian	遣	142
zheng	郑	141
hou	猴	140
zhao	兆	139
yan	掩	138
cai	菜	137
jian	键	136
bo	拨	135
la	喇	134
jiang	桨	133
chong	虫	132
gao	糕	131
kan	砍	130
pa	爬	129
yao	邀	128
wei	畏	127
tan	贪	126
zheng	睁	125
zhe	浙	124
mao	矛	123
dun	盾	122
jin	锦	121
xi	稀	120
qi	祈	119
shen	慎	118
wa	瓦	117
yun	匀	116
di	蒂	115
ding	钉	114
zhao	昭	113
tu	兔	112
bi	碧	111
qia	洽	110
jia	稼	109
sui	穗	108
jun	菌	107
chun	唇	106
shi	狮	105
kuang	矿	104
ling	铃	103
hu	壶	102
xiang	巷	101
lian	帘	100
jing	茎	99
guai	乖	98
gou	钩	97
hen	狠	96
ying	颖	95
zhen	枕	94
hun	魂	93
fan	帆	92
zhan	斩	91
ya	崖	90
dian	颠	89
zong	纵	88
jia	贾	87
shao	勺	86
pan	畔	85
jiang	匠	84
cui	翠	83
zhi	帜	82
you	悠	81
sha	沙	80
shuo	硕	79
nuo	挪	78
zhuang	桩	77
du	渡	76
shao	稍	75
zi	仔	74
qie	茄	73
jin	斤	72
jiao	胶	71
hu	狐	70
li	狸	69
die	蝶	68
feng	蜂	67
yi	蚁	66
she	蛇	65
ying	鹰	64
ji	鸡	63
ya	鸭	62
e	鹅	61
niao	鸟	60
yu	鱼	59
xia	虾	58
xie	蟹	57
gui	龟	56
wa	蛙	55
chan	蝉	54
wen	蚊	53
ying	蝇	52
luo	螺	51
can	蚕	50
lu	鹿	49
yang	羊	48
xiong	熊	47
yuan	猿	46
gou	狗	45
bao	豹	44
shu	鼠	43
long	龙	42
qi	麒	41
lin	麟	40
huang	凰	39
ju	菊	38
mei	梅	37
zhu	竹	36
song	松	35
liu	柳	34
feng	枫	33
hua	桦	32
yu	榆	31
huai	槐	30
shan	杉	29
tong	桐	28
zao	枣	27
li	栗	26
xing	杏	25
li	梨	24
pi	枇	23
ju	橘	22
gan	柑	21
you	柚	20
pu	葡	19
tao	萄	18
mei	莓	17
mai	麦	16
gu	谷	15
su	粟	14
shu	黍	13
shu	菽	12
shu	薯	11
yu	芋	10
ou	藕	9
jiang	姜	8
suan	蒜	7
cong	葱	6
jiu	韭	5
qin	芹	4
bo	菠	3
jiao	椒	2
gu	菇	1
er	耳	1
bi	鼻	1
she	舌	1
chi	齿	1
jia	颊	1
quan	颧	1
mei	眉	1
jie	睫	1
tong	瞳	1
e	颚	1
e	腭	1
sai	腮	1
ke	颏	1
jian	肩	1
zhou	肘	1
wan	腕	1
tun	臀	1
tui	腿	1
xi	膝	1
huai	踝	1
zhong	踵	1
zhi	趾	1
bei	背	1
ji	脊	1
lei	肋	1
fu	腑	1
fei	肺	1
gan	肝	1
dan	胆	1
shen	肾	1
pi	脾	1
wei	胃	1
chang	肠	1
bang	膀	1
guang	胱	1
gu	姑	700
yi	姨	699
shen	婶	699
sao	嫂	698
xu	婿	697
zhi	侄	697
pu	仆	696
nu	奴	695
wa	娃	695
niang	娘	694
fei	匪	693
zei	贼	692
dao	盗	692
zhen	侦	691
mou	谋	690
huo	伙	690
ban	伴	689
ling	伶	688
qiao	俏	688
ao	傲	687
zhai	债	686
ru	儒	686
xian	仙	685
sha	傻	684
qiao	侨	684
fu	俘	683
fu	傅	682
lao	佬	682
yang	佯	681
yi	倚	680
wei	偎	680
ji	伎	679
kan	侃	678
tang	倘	677
li	俐	677
xia	侠	676
lv	侣	675
hou	侯	675
mei	眉	674
jie	睫	673
tong	瞳	673
kuang	眶	672
jia	颊	671
chun	唇	671
hou	喉	670
long	咙	669
sai	腮	669
bo	脖	668
wan	腕	667
zhou	肘	667
ye	腋	666
ge	胳	665
zhang	掌	665
quan	拳	664
zhi	趾	663
huai	踝	662
tui	腿	662
xi	膝	661
kua	胯	660
tun	臀	660
ji	脊	659
xiong	胸	658
fei	肺	658
gan	肝	657
dan	胆	656
shen	肾	656
pi	脾	655
wei	胃	654
chang	肠	654
yi	胰	653
tai	胎	652
bao	胞	652
ji	肌	651
fu	肤	650
zhong	肿	650
ba	疤	649
zhi	痣	648
hen	痕	647
zhen	疹	647
dou	痘	646
fu	腑	645
bo	膊	645
luan	峦	644
feng	峰	643
ling	岭	643
ya	崖	642
xia	峡	641
cha	岔	641
qiao	峭	640
yan	岩	639
gang	岗	639
he	壑	638
yue	岳	637
yu	屿	637
yu	峪	636
qi	崎	635
qu	岖	634
e	峨	634
jun	峻	633
wei	巍	632
tao	涛	632
lan	澜	631
lang	浪	630
yong	涌	630
jian	溅	629
yi	溢	628
tang	淌	628
juan	涓	627
chan	潺	626
pai	湃	626
peng	澎	625
yang	漾	624
lian	涟	624
yi	漪	623
xiong	汹	622
zhao	沼	622
tan	潭	621
yuan	渊	620
jian	涧	619
ji	汲	619
lao	涝	618
gai	溉	617
guan	灌	617
pei	沛	616
lun	沦	615
se	涩	615
yu	淤	614
mu	沐	613
mo	沫	613
fei	沸	612
fu	浮	611
chen	沉	611
yan	淹	610
ni	溺	609
han	涵	609
xi	溪	608
jing	荆	607
ji	棘	607
teng	藤	606
lei	蕾	605
peng	蓬	604
shu	蔬	604
tai	苔	603
jun	菌	602
gu	菇	602
mo	蘑	601
lian	莲	600
ou	藕	600
suan	蒜	599
jiang	姜	598
cong	葱	598
hao	蒿	597
lu	芦	596
wei	苇	596
mang	芒	595
jiao	蕉	594
liu	榴	594
feng	枫	593
hua	桦	592
yu	榆	592
huai	槐	591
tong	桐	590
liu	柳	589
zong	棕	589
rong	榕	588
li	荔	587
xing	杏	587
tao	桃	586
li	梨	585
ju	橘	585
gan	柑	584
mei	梅	583
sang	桑	583
zao	枣	582
li	栗	581
shan	杉	581
mang	蟒	580
ma	蚂	579
yi	蚁	579
qing	蜻	578
ting	蜓	577
hu	蝴	576
die	蝶	576
zhi	蜘	575
zhu	蛛	574
wen	蚊	574
ying	蝇	573
chan	蝉	572
can	蚕	572
e	蛾	571
feng	蜂	570
mi	蜜	570
luo	螺	569
xie	蟹	568
xia	虾	568
li	鲤	567
sha	鲨	566
jing	鲸	566
e	鳄	565
gui	龟	564
wa	蛙	564
wo	蜗	563
bian	蝙	562
fu	蝠	561
ying	鹰	561
diao	雕	560
ya	鸦	559
que	鹊	559
ge	鸽	558
e	鹅	557
ya	鸭	557
he	鹤	556
ou	鸥	555
la	蜡	555
zhu	煮	554
dun	炖	553
jian	煎	553
chao	炒	552
kao	烤	551
ao	熬	551
zheng	蒸	550
yan	腌	549
ban	拌	549
duo	剁	548
pi	劈	547
ci	刺	546
chuo	戳	546
tong	捅	545
kan	砍	544
hong	烘	544
shai	晒	543
ran	燃	542
fen	焚	542
tang	烫	541
xi	熄	540
bao	爆	540
cui	摧	539
hui	毁	538
ta	塌	538
xian	陷	537
beng	崩	536
lie	裂	536
sui	碎	535
wo	握	534
hu	呼	533
xi	吸	533
tuo	托	532
zhua	抓	531
pai	拍	531
reng	扔	530
sao	扫	529
ca	擦	529
bo	拨	528
niu	扭	527
zhai	摘	527
tao	掏	526
lou	搂	525
jiao	搅	525
jian	拣	524
kang	扛	523
zhi	掷	523
bai	摆	522
peng	捧	521
si	撕	521
cuo	搓	520
rou	揉	519
nie	捏	518
tuo	拖	518
ye	掖	517
ceng	蹭	516
ta	踏	516
cai	踩	515
ti	踢	514
deng	蹬	514
pa	爬	513
gun	滚	512
pa	趴	512
dun	蹲	511
gui	跪	510
tiao	跳	510
chan	搀	509
pie	撇	508
lu	撸	508
lao	捞	507
che	扯	506
chan	缠	506
rao	绕	505
kun	捆	504
bang	绑	503
ji	挤	503
nian	捻	502
gua	刮	501
kou	抠	501
diu	丢	500
pao	抛	499
gan	擀	499
pu	扑	498
lan	拦	497
dang	挡	497
zhe	遮	496
yan	掩	495
chou	丑	495
ke	渴	494
kun	困	493
fa	乏	493
jiao	骄	492
lin	吝	491
se	啬	491
chi	痴	490
dai	呆	489
leng	愣	488
meng	懵	488
lan	懒	487
duo	惰	486
cui	脆	486
nen	嫩	485
gan	尴	484
ga	尬	484
chi	迟	483
huan	缓	482
jin	紧	482
song	松	481
wai	歪	480
xie	斜	480
tu	凸	479
ao	凹	478
chou	愁	478
nao	恼	477
hen	恨	476
yuan	怨	475
ji	嫉	475
du	妒	474
kong	恐	473
ju	惧	473
pa	怕	472
xiu	羞	471
kui	愧	471
jiu	疚	470
han	憾	469
fen	愤	469
kai	慨	468
kang	慷	467
lian	怜	467
min	悯	466
ci	慈	465
xiang	详	465
shen	慎	464
shuang	霜	463
wu	雾	463
hong	虹	462
xia	霞	461
mai	霾	460
bao	雹	460
shan	闪	459
lei	雷	458
zhen	震	458
piao	飘	457
ce	策	456
zhi	智	456
hui	慧	455
zhe	哲	454
lun	伦	454
yi	谊	453
mu	睦	452
xie	谐	452
rong	融	451
qia	洽	450
mo	默	450
qi	契	449
shu	束	448
fu	缚	448
suo	锁	447
lian	链	446
huan	环	445
kou	扣	445
niu	纽	444
lve	略	443
ge	阁	443
ting	亭	442
xuan	轩	441
lang	廊	441
yan	檐	440
zhu	柱	439
liang	梁	439
li	篱	438
ba	坝	437
tang	塘	437
gou	沟	436
qu	渠	435
jing	井	435
wo	窝	434
ku	窟	433
xue	穴	433
kan	坎	432
keng	坑	431
chan	铲	430
ju	锯	430
chui	锤	429
zhen	砧	428
mao	铆	428
luo	锣	427
gu	鼓	426
zhong	钟	426
ling	铃	425
di	笛	424
xiao	箫	424
sheng	笙	423
qin	琴	422
se	瑟	422
zheng	筝	421
xian	弦	420
gu	箍	420
tong	桶	419
pen	盆	418
die	碟	417
hu	壶	417
guan	罐	416
tan	坛	415
pao	袍	415
gua	褂	414
qun	裙	413
ku	裤	413
wa	袜	412
mao	帽	411
jin	巾	411
pi	披	410
wei	围	409
xiu	袖	409
ling	领	408
jin	襟	407
niu	钮	407
lian	帘	406
zi	紫	405
cheng	橙	405
he	褐	404
dai	黛	403
fei	绯	402
zhu	朱	402
dan	丹	401
cang	苍	400
bi	碧	400
tuo	妥	399
xie	协	398
kua	夸	398
yao	耀	397
xuan	炫	396
chan	阐	396
shi	释	395
yi	译	394
zhu	注	394
quan	诠	393
bian	辩	392
bo	驳	392
chi	斥	391
ze	责	390
bei	惫	390
juan	倦	389
pi	疲	388
xie	歇	387
tan	瘫	387
huan	痪	386
tan	摊	385
fu	赋	385
zu	租	384
chou	酬	383
lai	赖	383
zhang	账	382
pei	赔	381
ci	赐	381
zeng	赠	380
kui	馈	379
juan	捐	379
mu	募	378
chou	筹	377
qing	倾	377
xie	泄	376
lou	漏	375
di	滴	375
lin	淋	374
zi	滋	373
run	润	372
jin	浸	372
pao	泡	371
po	泼	370
sa	洒	370
zhan	蘸	369
cang	仓	368
zhan	栈	368
peng	棚	367
miao	庙	366
ci	祠	366
ta	塔	365
di	堤	364
zong	宗	364
pu	谱	363
fa	阀	362
yi	疫	362
ai	癌	361
liu	瘤	360
chuang	疮	359
yang	痒	359
bi	痹	358
tan	痰	357
sou	嗽	357
chuan	喘	356
ou	呕	355
tu	吐	355
xu	叙	354
xu	絮	353
sao	骚	353
rao	扰	352
xuan	喧	351
hou	吼	351
ma	骂	350
shi	狮	349
bao	豹	349
hu	狐	348
li	狸	347
tu	兔	347
shu	鼠	346
yuan	猿	345
hou	猴	344
lu	鹿	344
tuo	驼	343
luo	骡	342
lv	驴	342
ju	驹	341
ti	蹄	340
dao	稻	340
gao	糕	339
jiang	酱	338
cu	醋	338
zhou	粥	337
mo	馍	336
bing	饼	336
jiao	饺	335
xian	馅	334
lia	俩	334
tan	炭	333
mei	煤	332
liu	硫	332
lin	磷	331
yang	氧	330
qing	氢	329
dan	氮	329
xiao	硝	328
gui	硅	327
gai	钙	327
jia	钾	326
na	钠	325
xin	锌	325
tong	铜	324
xi	锡	323
pan	畔	323
yan	沿	322
zhuo	酌	321
cai	裁	321
duo	夺	320
jie	劫	319
mu	慕	319
xian	羡	318
kua	跨	317
yue	跃	317
xiang	翔	316
xiang	祥	315
rui	瑞	314
yong	庸	314
ya	雅	313
su	肃	312
mu	穆	312
su	粟	311
ti	屉	310
chou	绸	310
duan	缎	309
rong	绒	308
sha	纱	308
zhang	樟	307
nan	楠	306
tan	檀	306
tian	舔	305
ken	啃	304
shi	舐	304
diao	叼	303
xian	衔	302
hao	嚎	301
pao	咆	301
xiao	哮	300
si	嘶	299
ming	鸣	299
ti	啼	298
hong	轰	297
long	隆	297
pa	啪	296
dong	咚	295
ai	矮	295
zhen	枕	294
ru	褥	293
tan	毯	293
deng	凳	292
gui	柜	291
chu	橱	291
guo	锅	290
zao	灶	289
piao	瓢	289
shao	勺	288
li	犁	287
chu	锄	286
lian	镰	286
cha	叉	285
zhou	舟	284
jian	舰	284
ting	艇	283
bo	舶	282
fan	帆	282
jiang	桨	281
duo	舵	280
cang	舱	280
xian	舷	279
dun	盾	278
mao	矛	278
ji	戟	277
nu	弩	276
jian	箭	276
jia	甲	275
kui	盔	274
yun	韵	274
lv	律	273
su	塑	272
hui	绘	271
miao	描	271
mo	摹	270
mo	墨	269
yan	砚	269
jian	笺	268
fu	符	267
xi	玺	267
miao	苗	266
jing	茎	265
rui	蕊	265
e	萼	264
ban	瓣	263
po	坡	263
mo	漠	262
zhou	洲	261
jiao	礁	261
tan	滩	260
wan	湾	259
cui	粹	258
han	函	258
tao	韬	257
xia	辖	256
li	隶	256
pin	聘	255
ke	苛	254
e	扼	254
zhi	滞	253
ni	腻	252
zhi	窒	252
e	遏	251
suo	索	250
chang	偿	250
pan	盼	249
dao	悼	248
mian	缅	248
mei	寐	247
yi	毅	246
han	悍	246
biao	彪	245
zong	踪	244
ji	迹	243
pan	攀	243
chuai	踹	242
qie	窃	241
yun	孕	241
ru	乳	240
bu	哺	239
tun	屯	239
cong	匆	238
cu	促	237
jin	谨	237
can	灿	236
shuo	烁	235
yi	熠	235
ying	莹	234
fu	抚	233
wei	慰	233
fu	拂	232
shi	拭	231
shuan	拴	231
xiao	霄	230
shuan	闩	229
xiao	销	228
shuan	栓	228
geng	羹	227
lu	卤	226
xun	熏	226
zao	糟	225
niang	酿	224
chi	翅	224
lin	鳞	223
qi	鳍	222
sang	嗓	222
yin	龈	221
e	腭	220
xu	须	220
deng	瞪	219
miao	瞄	218
zha	眨	218
kui	窥	217
chou	瞅	216
qia	掐	216
jiu	揪	215
zhu	珠	214
fei	翡	213
cui	翠	213
hu	琥	212
po	珀	211
shan	珊	211
hu	瑚	210
ma	玛	209
nao	瑙	209
xi	曦	208
mu	暮	207
shu	曙	207
xia	暇	206
kuang	旷	205
song	颂	205
yi	抑	204
zhi	挚	203
ce	厕	203
chu	厨	202
jian	贱	201
lian	廉	200
kuo	阔	200
she	奢	199
chi	侈	198
dan	掸	198
bai	掰	197
bao	煲	196
zha	闸	196
kang	炕	195
xiu	锈	194
diao	凋	194
wei	萎	193
ao	懊	192
chou	惆	192
chang	怅	191
fen	忿	190
liao	缭	190
gong	巩	189
jie	竭	188
he	涸	188
xia	匣	187
kuang	筐	186
